convocatoria,archivo,n_paginas,n_secciones_toc,n_secciones_cuerpo,cobertura_plantilla_sgr,coincide_plantilla_exacto,fingerprint,titulos
928,convocatoria_928_tdr.pdf,23,24,20,0.429,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.LINEAS TEMATICAS > 5.PAISES DESTINO > 6.REQUISITOS > 8.DURACION Y FINANCIACION > 10.PROCEDIMIENTO DE INSCRIPCION > 11.DOCUMENTOS ENTREGABLES A LA FINALIZACION DE LA ESTANCIA > 13.CRITERIOS DE EVALUACION > 14.PROCEDIMIENTO DE EVALUACION > 15.BANCO DE ELEGIBLES > 16.ACLARACIONES > 17.CRONOGRAMA > 18.MODIFICACIONES > 19.AJUSTE DE REQUISITOS > 20.PROPIEDAD INTELECTUAL > 21.VEEDURIAS CIUDADANAS > 22.ANEXOS > 23.ACEPTACION DE TERMINOS Y VERACIDAD,PRESENTACION | OBJETIVO | DIRIGIDA A | LINEAS TEMATICAS | PAISES DESTINO | REQUISITOS | DURACION Y FINANCIACION | PROCEDIMIENTO DE INSCRIPCION | DOCUMENTOS ENTREGABLES A LA FINALIZACION DE LA ESTANCIA | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | AJUSTE DE REQUISITOS | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD
929,convocatoria_929_tdr.pdf,16,22,22,0.476,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.LINEAS TEMATICAS > 5.ENFOQUE TERRITORIAL > 6.ENFOQUE DIFERENCIAL > 7.REQUISITOS > 9.DURACION Y FINANCIACION > 10.CONTENIDOS DEL PROGRAMA PROPUESTA PROYECTO > 11.PROCEDIMIENTO DE INSCRIPCION > 12.AUTORIZACION USO DE DATOS PERSONALES > 13.CRITERIOS DE EVALUACION > 14.PROCEDIMIENTO DE EVALUACION > 15.BANCO DE ELEGIBLES > 16.ACLARACIONES > 17.CRONOGRAMA > 18.MODIFICACIONES > 19.PROPIEDAD INTELECTUAL > 20.VEEDURIAS CIUDADANAS > 21.ANEXOS > 22.ACEPTACION DE TERMINOS Y VERACIDAD > 23.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | LINEAS TEMATICAS | ENFOQUE TERRITORIAL | ENFOQUE DIFERENCIAL | REQUISITOS | DURACION Y FINANCIACION | CONTENIDOS DEL PROGRAMA PROPUESTA PROYECTO | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
930,convocatoria_930_tdr.pdf,24,20,20,0.381,False,1.PRESENTACION > 2.OBJETIVOS > 3.DIRIGIDA A > 4.LINEAS TEMATICAS > 5.REQUISITOS > 7.DURACION Y FINANCIACION > 8.CONTENIDOS DEL PROYECTO > 9.PROCEDIMIENTO DE INSCRIPCION > 10.AUTORIZACION USO DE DATOS PERSONALES > 11.CRITERIOS DE EVALUACION > 12.PROCEDIMIENTO DE EVALUACION > 13.BANCO DE ELEGIBLES > 14.ACLARACIONES > 15.CRONOGRAMA > 16.MODIFICACIONES > 17.PROPIEDAD INTELECTUAL > 18.VEEDURIAS CIUDADANAS > 19.ANEXOS > 20.ACEPTACION DE TERMINOS Y VERACIDAD > 21.MAYOR INFORMACION,PRESENTACION | OBJETIVOS | DIRIGIDA A | LINEAS TEMATICAS | REQUISITOS | DURACION Y FINANCIACION | CONTENIDOS DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAYOR INFORMACION
931,convocatoria_931_tdr.pdf,37,22,21,0.429,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.LINEAS TEMATICAS > 6.REQUISITOS > 7.CONDICIONES INHABILITANTES > 8.DURACION Y FINANCIACION > 9.CONTENIDOS DEL PROYECTO > 10.PROCEDIMIENTO DE INSCRIPCION > 11.AUTORIZACION USO DE DATOS PERSONALES > 12.CRITERIOS DE EVALUACION > 13.PROCEDIMIENTO DE EVALUACION > 14.BANCO DE ELEGIBLES > 15.ACLARACIONES > 16.CRONOGRAMA > 17.MODIFICACIONES > 18.PROPIEDAD INTELECTUAL > 19.VEEDURIAS CIUDADANAS > 20.ANEXOS > 21.ACEPTACION DE TERMINOS Y VERACIDAD > 22.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | LINEAS TEMATICAS | REQUISITOS | CONDICIONES INHABILITANTES | DURACION Y FINANCIACION | CONTENIDOS DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
932,convocatoria_932_tdr.pdf,19,24,24,0.333,False,1.PRESENTACION > 2.OBJETIVO GENERAL > 3.OBJETIVOS ESPECIFICOS > 4.DIRIGIDA A > 5.FOCOS TEMATICOS > 6.ORIENTACIONES GENERALES > 7.REQUISITOS > 8.ENFOQUE DIFERENCIAL > 9.CONDICIONES INHABILITANTES > 10.DURACION Y FINANCIACION > 11.CONTENIDOS DE LA PROPUESTA > 12.PROCEDIMIENTO DE INSCRIPCION > 13.AUTORIZACION USO DE DATOS PERSONALES > 14.CRITERIOS DE EVALUACION > 15.PROCEDIMIENTO DE EVALUACION > 16.BANCO DE ELEGIBLES > 17.ACLARACIONES > 18.CRONOGRAMA > 19.MODIFICACIONES > 20.PROPIEDAD INTELECTUAL > 21.VEEDURIAS CIUDADANAS > 22.ANEXOS > 23.ACEPTACION DE TERMINOS Y VERACIDAD > 24.MAS INFORMACION,PRESENTACION | OBJETIVO GENERAL | OBJETIVOS ESPECIFICOS | DIRIGIDA A | FOCOS TEMATICOS | ORIENTACIONES GENERALES | REQUISITOS | ENFOQUE DIFERENCIAL | CONDICIONES INHABILITANTES | DURACION Y FINANCIACION | CONTENIDOS DE LA PROPUESTA | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
933,convocatoria_933_tdr.pdf,20,23,23,0.429,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.LINEAS TEMATICAS > 5.ENFOQUE TERRITORIAL > 6.ENFOQUE DIFERENCIAL > 7.REQUISITOS > 9.DURACION Y RECURSOS > 10.CONDICIONES DEL APOYO ECONOMICO > 11.CONTENIDOS DE LA PROPUESTA > 12.PROCEDIMIENTO DE INSCRIPCION > 13.AUTORIZACION USO DE DATOS PERSONALES > 14.CRITERIOS DE EVALUACION > 15.PROCEDIMIENTO DE EVALUACION > 16.BANCO DE ELEGIBLES > 17.ACLARACIONES > 18.CRONOGRAMA > 19.MODIFICACIONES > 20.PROPIEDAD INTELECTUAL > 21.VEEDURIAS CIUDADANAS > 22.ANEXOS > 23.ACEPTACION DE TERMINOS Y VERACIDAD > 24.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | LINEAS TEMATICAS | ENFOQUE TERRITORIAL | ENFOQUE DIFERENCIAL | REQUISITOS | DURACION Y RECURSOS | CONDICIONES DEL APOYO ECONOMICO | CONTENIDOS DE LA PROPUESTA | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
934,convocatoria_934_tdr.pdf,16,23,22,0.429,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.LINEAS TEMATICAS > 5.ENFOQUE TERRITORIAL > 6.ENFOQUE DIFERENCIAL > 7.REQUISITOS > 8.CONDICIONES INHABILITANTES > 9.DURACION Y FINANCIACION > 10.CONTENIDO DE LA PROPUESTA > 12.AUTORIZACION USO DE DATOS PERSONALES > 13.CRITERIOS DE EVALUACION > 14.PROCEDIMIENTO DE EVALUACION > 15.BANCO DE ELEGIBLES > 16.ACLARACIONES > 17.CRONOGRAMA > 18.MODIFICACIONES > 19.PROPIEDAD INTELECTUAL > 20.VEEDURIAS CIUDADANAS > 21.ANEXOS > 22.ACEPTACION DE TERMINOS Y VERACIDAD > 23.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | LINEAS TEMATICAS | ENFOQUE TERRITORIAL | ENFOQUE DIFERENCIAL | REQUISITOS | CONDICIONES INHABILITANTES | DURACION Y FINANCIACION | CONTENIDO DE LA PROPUESTA | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
935,convocatoria_935_tdr.pdf,24,24,24,0.429,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.LINEAS TEMATICAS > 5.ENFOQUE DIFERENCIAL > 6.ENFOQUE TERRITORIAL > 7.ORIENTACIONES GENERALES > 8.REQUISITOS > 9.CONDICIONES INHABILITANTES > 10.DURACION Y RECURSOS > 11.CONTENIDOS DE LA PROPUESTA > 12.PROCEDIMIENTO DE INSCRIPCION > 13.AUTORIZACION USO DE DATOS PERSONALES > 14.CRITERIOS DE EVALUACION > 15.PROCEDIMIENTO DE EVALUACION > 16.BANCO DE ELEGIBLES > 17.ACLARACIONES > 18.CRONOGRAMA > 19.MODIFICACIONES > 20.PROPIEDAD INTELECTUAL > 21.VEEDURIAS CIUDADANAS > 22.ANEXOS > 23.ACEPTACION DE TERMINOS Y VERACIDAD > 24.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | LINEAS TEMATICAS | ENFOQUE DIFERENCIAL | ENFOQUE TERRITORIAL | ORIENTACIONES GENERALES | REQUISITOS | CONDICIONES INHABILITANTES | DURACION Y RECURSOS | CONTENIDOS DE LA PROPUESTA | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
936,convocatoria_936_tdr.pdf,30,24,24,0.429,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.EJES TEMATICOS > 5.ENFOQUE TERRITORIAL > 6.ENFOQUE DIFERENCIAL > 7.VINCULACION DE JOVENES INVESTIGADORES E INNOVADORES > 8.VINCULACION DE DOCTORES PARA REALIZAR ESTANCIAS POSDOCTORALES > 9.REQUISITOS > 10.CONDICIONES INHABILITANTES > 11.DURACION Y FINANCIACION > 13.PROCEDIMIENTO DE INSCRIPCION > 14.AUTORIZACION USO DE DATOS PERSONALES > 15.CRITERIOS DE EVALUACION > 16.PROCEDIMIENTO DE EVALUACION > 17.BANCO DE ELEGIBLES > 18.ACLARACIONES > 19.CRONOGRAMA > 20.MODIFICACIONES > 21.PROPIEDAD INTELECTUAL > 22.VEEDURIAS CIUDADANAS > 23.ANEXOS > 24.ACEPTACION DE TERMINOS Y VERACIDAD > 25.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | EJES TEMATICOS | ENFOQUE TERRITORIAL | ENFOQUE DIFERENCIAL | VINCULACION DE JOVENES INVESTIGADORES E INNOVADORES | VINCULACION DE DOCTORES PARA REALIZAR ESTANCIAS POSDOCTORALES | REQUISITOS | CONDICIONES INHABILITANTES | DURACION Y FINANCIACION | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
937,convocatoria_937_tdr.pdf,16,20,19,0.333,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.AREAS DEL CONOCIMIENTO > 5.ENFOQUE DIFERENCIAL > 6.REQUISITOS > 7.CONDICIONES INHABILITANTES > 9.CONTENIDO DEL PROYECTO > 12.CRITERIOS DE EVALUACION > 13.PROCEDIMIENTO DE EVALUACION > 14.BANCO DE PROYECTOS ELEGIBLES > 15.ACLARACIONES > 16.CRONOGRAMA > 17.MODIFICACIONES > 18.PROPIEDAD INTELECTUAL > 19.VEEDURIAS CIUDADANAS > 20.ANEXOS > 21.ACEPTACION DE TERMINOS Y VERACIDAD > 22.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | AREAS DEL CONOCIMIENTO | ENFOQUE DIFERENCIAL | REQUISITOS | CONDICIONES INHABILITANTES | CONTENIDO DEL PROYECTO | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE PROYECTOS ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
938,convocatoria_938_tdr.pdf,36,24,24,0.429,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.EJES TEMATICOS > 5.ENFOQUE TERRITORIAL > 6.ENFOQUE DIFERENCIAL > 7.VINCULACION DE JOVENES INVESTIGADORES E INNOVADORES > 8.VINCULACION DE DOCTORES PARA REALIZAR ESTANCIAS POSDOCTORALES > 9.REQUISITOS > 10.CONDICIONES INHABILITANTES > 11.DURACION Y FINANCIACION > 13.PROCEDIMIENTO DE INSCRIPCION > 14.AUTORIZACION USO DE DATOS PERSONALES > 15.CRITERIOS DE EVALUACION > 16.PROCEDIMIENTO DE EVALUACION > 17.BANCO DE ELEGIBLES > 18.ACLARACIONES > 19.CRONOGRAMA > 20.MODIFICACIONES > 21.PROPIEDAD INTELECTUAL > 22.VEEDURIAS CIUDADANAS > 23.ANEXOS > 24.ACEPTACION DE TERMINOS Y VERACIDAD > 25.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | EJES TEMATICOS | ENFOQUE TERRITORIAL | ENFOQUE DIFERENCIAL | VINCULACION DE JOVENES INVESTIGADORES E INNOVADORES | VINCULACION DE DOCTORES PARA REALIZAR ESTANCIAS POSDOCTORALES | REQUISITOS | CONDICIONES INHABILITANTES | DURACION Y FINANCIACION | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
939,convocatoria_939_tdr.pdf,17,18,18,0.381,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.REQUISITOS > 6.DURACION Y FINANCIACION > 7.CONTENIDOS DEL PROYECTO > 8.PROCEDIMIENTO DE INSCRIPCION > 9.AUTORIZACION USO DE DATOS PERSONALES > 10.CRITERIOS DE EVALUACION > 11.PROCEDIMIENTO DE EVALUACION > 12.BANCO DE ELEGIBLES > 13.CRONOGRAMA > 14.MODIFICACIONES > 15.PROPIEDAD INTELECTUAL > 16.VEEDURIAS CIUDADANAS > 17.ANEXOS > 18.ACEPTACION DE TERMINOS Y VERACIDAD > 19.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | REQUISITOS | DURACION Y FINANCIACION | CONTENIDOS DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
940,convocatoria_940_tdr.pdf,28,22,22,0.476,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.LINEAS TEMATICAS > 5.ENFOQUE TERRITORIAL > 6.ENFOQUE DIFERENCIAL > 7.REQUISITOS > 9.DURACION Y FINANCIACION > 10.CONTENIDOS DE LA PROPUESTA DE CIENCIA TECNOLOGIA E INNOVACION > 11.PROCEDIMIENTO DE INSCRIPCION > 12.AUTORIZACION USO DE DATOS PERSONALES > 13.CRITERIOS DE EVALUACION > 14.PROCEDIMIENTO DE EVALUACION > 15.BANCO DEFINITIVO DE PROPUESTAS ELEGIBLES > 16.ACLARACIONES > 17.CRONOGRAMA > 18.MODIFICACIONES > 19.PROPIEDAD INTELECTUAL > 21.VEEDURIAS CIUDADANAS > 22.ANEXOS > 23.ACEPTACION DE TERMINOS Y VERACIDAD > 24.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | LINEAS TEMATICAS | ENFOQUE TERRITORIAL | ENFOQUE DIFERENCIAL | REQUISITOS | DURACION Y FINANCIACION | CONTENIDOS DE LA PROPUESTA DE CIENCIA TECNOLOGIA E INNOVACION | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DEFINITIVO DE PROPUESTAS ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
941,convocatoria_941_tdr.pdf,28,22,20,0.381,False,2.OBJETIVO > 3.DIRIGIDA A > 4.LINEAS TEMATICAS > 5.ORIENTACIONES GENERALES PARA LA VINCULACION DE JOVENES INVESTIGADORES E INNOVADORES > 6.REQUISITOS > 8.DURACION Y FINANCIACION > 9.CONTENIDOS DE LA PROPUESTA > 10.PROCEDIMIENTO DE INSCRIPCION > 11.AUTORIZACION USO DE DATOS PERSONALES > 12.CRITERIOS DE EVALUACION > 13.PROCEDIMIENTO DE EVALUACION > 14.BANCO DE ELEGIBLES > 15.ACLARACIONES > 16.CRONOGRAMA > 17.MODIFICACIONES > 18.PROPIEDAD INTELECTUAL > 19.VEEDURIAS CIUDADANAS > 20.ANEXOS > 21.ACEPTACION DE TERMINOS Y VERACIDAD > 22.MAS INFORMACION,OBJETIVO | DIRIGIDA A | LINEAS TEMATICAS | ORIENTACIONES GENERALES PARA LA VINCULACION DE JOVENES INVESTIGADORES E INNOVADORES | REQUISITOS | DURACION Y FINANCIACION | CONTENIDOS DE LA PROPUESTA | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
942,convocatoria_942_tdr.pdf,17,0,0,0.0,False,,
944,convocatoria_944_tdr.pdf,15,17,17,0.333,False,1.PRESENTACION > 2.ENFOQUE DIFERENCIAL > 3.LINEAS TEMATICAS > 4.REQUISITOS > 6.DURACION Y FINANCIACION > 7.CONTENIDO DEL PROYECTO > 8.PROCEDIMIENTO DE INSCRIPCION > 9.AUTORIZACION USO DE DATOS PERSONALES > 10.CRITERIOS DE EVALUACION > 11.BANCO DE ELEGIBLES > 12.CRONOGRAMA > 13.MODIFICACIONES > 14.ROPIEDAD INTELECTUAL > 15.VEEDURIAS CIUDADANAS > 16.ANEXOS > 17.ACEPTACION DE TERMINOS Y VERACIDAD > 18.MAS INFORMACION,PRESENTACION | ENFOQUE DIFERENCIAL | LINEAS TEMATICAS | REQUISITOS | DURACION Y FINANCIACION | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | BANCO DE ELEGIBLES | CRONOGRAMA | MODIFICACIONES | ROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
946,convocatoria_946_tdr.pdf,28,21,21,0.143,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDAA > 4.RETOSTECNOLOGICOS > 5.ENFOQUETERRITORIAL > 6.ENFOQUEDIFERENCIAL > 7.REQUISITOS > 9.DURACIONYFINANCIACION > 11.PROCEDIMIENTODEINSCRIPCION > 12.AUTORIZACIONUSODEDATOSPERSONALES > 13.CRITERIOSDEEVALUACION > 14.PROCEDIMIENTODEEVALUACION > 15.BANCODEELEGIBLES > 16.ACLARACIONES > 17.CRONOGRAMA > 18.MODIFICACIONES > 19.PROPIEDADINTELECTUAL > 20.VEEDURIASCIUDADANAS > 21.ANEXOS > 22.ACEPTACIONDETERMINOSYVERACIDAD > 23.MASINFORMACION,PRESENTACION | OBJETIVO | DIRIGIDAA | RETOSTECNOLOGICOS | ENFOQUETERRITORIAL | ENFOQUEDIFERENCIAL | REQUISITOS | DURACIONYFINANCIACION | PROCEDIMIENTODEINSCRIPCION | AUTORIZACIONUSODEDATOSPERSONALES | CRITERIOSDEEVALUACION | PROCEDIMIENTODEEVALUACION | BANCODEELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDADINTELECTUAL | VEEDURIASCIUDADANAS | ANEXOS | ACEPTACIONDETERMINOSYVERACIDAD | MASINFORMACION
947,convocatoria_947_tdr.pdf,30,22,22,0.286,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.ALCANCE > 5.REQUISITOS > 6.ENFOQUE TERRITORIAL Y DIFERENCIAL > 7.CONDICIONES INHABILITANTES > 8.DURACION Y FINANCIACION > 9.CONTENIDO DE LA PROPUESTA > 10.PROCEDIMIENTO DE INSCRIPCION DE LA PROPUESTA > 11.AUTORIZACION DE DATOS > 12.CRITERIOS DE EVALUACION > 13.PROCEDIMIENTO DE LA EVALUACION > 14.LISTADO DEFINITIVO DE PROPUESTAS ELEGIBLES Y FINANCIABLES > 15.ACLARACIONES > 16.CRONOGRAMA > 17.MODIFICACIONES > 18.PROPIEDAD INTELECTUAL > 19.VEEDURIAS CIUDADANAS > 20.ANEXOS > 21.ACEPTACION DE TERMINOS Y VERACIDAD > 22.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | ALCANCE | REQUISITOS | ENFOQUE TERRITORIAL Y DIFERENCIAL | CONDICIONES INHABILITANTES | DURACION Y FINANCIACION | CONTENIDO DE LA PROPUESTA | PROCEDIMIENTO DE INSCRIPCION DE LA PROPUESTA | AUTORIZACION DE DATOS | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE LA EVALUACION | LISTADO DEFINITIVO DE PROPUESTAS ELEGIBLES Y FINANCIABLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
948,convocatoria_948_tdr.pdf,35,22,21,0.095,False,1.PRESENTACION > 2.OBJETIVOS > 3.DIRIGIDAA > 4.MISIONESYRUTASDEINNOVACION > 5.ENFOQUEDIFERENCIALEINTERSECCIONAL > 6.REQUISITOS > 7.CONDICIONESINHABILITANTES > 8.DURACIONYFINANCIACION > 9.CONTENIDODELAPROPUESTA > 10.PROCEDIMIENTODEINSCRIPCION > 11.AUTORIZACIONDEDATOSPERSONALES > 12.CRITERIOSDEEVALUACION > 13.PROCEDIMIENTODEEVALUACION > 14.LISTADODEELEGIBLES > 15.ACLARACIONES > 16.CRONOGRAMA > 17.MODIFICACIONES > 18.PROPIEDADINTELECTUAL > 19.VEEDURIASCIUDADANAS > 20.ANEXOS > 21.ACEPTACIONDETERMINOSYVERACIDAD,PRESENTACION | OBJETIVOS | DIRIGIDAA | MISIONESYRUTASDEINNOVACION | ENFOQUEDIFERENCIALEINTERSECCIONAL | REQUISITOS | CONDICIONESINHABILITANTES | DURACIONYFINANCIACION | CONTENIDODELAPROPUESTA | PROCEDIMIENTODEINSCRIPCION | AUTORIZACIONDEDATOSPERSONALES | CRITERIOSDEEVALUACION | PROCEDIMIENTODEEVALUACION | LISTADODEELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDADINTELECTUAL | VEEDURIASCIUDADANAS | ANEXOS | ACEPTACIONDETERMINOSYVERACIDAD
